origin,AggregateType,staked_length,unstaked_length,staked_coverage,overall_coverage,fully_connected_coverage,possible_peak_connected_coverage,staked_fully_connected_coverage,staked_possible_peak_connected_coverage
5yRbBQY5,Median,1538,492,0.860,0.579,0.272,0.398,0.534,0.779
BJRi9zvD,Mean,1536,505,0.859,0.583,0.246,0.382,0.482,0.747
BJRi9zvD,Median,1538,505,0.860,0.583,0.259,0.408,0.507,0.799
2X7WoaXX,Mean,1537,500,0.860,0.582,0.280,0.399,0.547,0.781
2X7WoaXX,Median,1538,503,0.860,0.583,0.282,0.403,0.552,0.790
HEeAG2iT,Mean,1537,495,0.860,0.581,0.205,0.373,0.401,0.730
HEeAG2iT,Median,1540,499,0.862,0.583,0.215,0.408,0.422,0.799
FPwKd8Wm,Mean,1540,493,0.862,0.581,0.261,0.372,0.511,0.728
FPwKd8Wm,Median,1540,491,0.861,0.580,0.258,0.387,0.504,0.757
FKiyMb5B,Mean,1535,501,0.859,0.582,0.295,0.401,0.578,0.785
FKiyMb5B,Median,1538,500,0.860,0.582,0.299,0.408,0.585,0.799
A3Y4SRHD,Mean,1546,486,0.865,0.581,0.282,0.397,0.553,0.777
A3Y4SRHD,Median,1549,469,0.866,0.576,0.278,0.400,0.545,0.782
HiMEAAhY,Mean,1530,493,0.856,0.578,0.262,0.370,0.513,0.725
HiMEAAhY,Median,1533,497,0.857,0.580,0.274,0.400,0.537,0.783
FGtqr2Sq,Mean,1531,494,0.856,0.579,0.285,0.374,0.558,0.732
FGtqr2Sq,Median,1536,487,0.859,0.577,0.297,0.375,0.582,0.734
6u5RASJk,Mean,1540,493,0.862,0.581,0.284,0.408,0.556,0.800
6u5RASJk,Median,1539,494,0.861,0.580,0.299,0.412,0.586,0.806
Atx82a7i,Mean,1548,475,0.866,0.578,0.277,0.374,0.543,0.732
Atx82a7i,Median,1548,475,0.866,0.578,0.277,0.374,0.543,0.732
tPTMVvqG,Mean,1529,508,0.856,0.582,0.262,0.375,0.514,0.733
tPTMVvqG,Median,1537,513,0.860,0.586,0.266,0.398,0.521,0.779
BPRXGzuz,Mean,1541,489,0.862,0.580,0.226,0.383,0.442,0.750
BPRXGzuz,Median,1542,489,0.862,0.583,0.236,0.396,0.461,0.775
47JyEYpu,Mean,1530,488,0.856,0.577,0.211,0.361,0.414,0.707
47JyEYpu,Median,1534,488,0.858,0.577,0.207,0.389,0.405,0.762
h5UdU5TS,Mean,1535,503,0.859,0.582,0.281,0.383,0.550,0.750
h5UdU5TS,Median,1537,502,0.860,0.585,0.289,0.408,0.567,0.799
3Jxn6NS7,Mean,1538,504,0.861,0.584,0.267,0.382,0.523,0.747
3Jxn6NS7,Median,1538,506,0.860,0.584,0.284,0.404,0.556,0.791
9eo8zbCz,Mean,1492,462,0.835,0.558,0.174,0.287,0.341,0.562
9eo8zbCz,Median,1489,469,0.833,0.558,0.188,0.306,0.368,0.598
GCQ4V2e6,Mean,1537,500,0.860,0.582,0.256,0.394,0.502,0.771
GCQ4V2e6,Median,1539,504,0.861,0.583,0.258,0.410,0.506,0.803
9NbubKiV,Mean,1535,493,0.859,0.580,0.249,0.366,0.488,0.716
9NbubKiV,Median,1536,490,0.859,0.580,0.274,0.402,0.536,0.787
J6DAqR5G,Mean,1542,494,0.862,0.582,0.289,0.414,0.565,0.810
J6DAqR5G,Median,1541,493,0.862,0.581,0.298,0.422,0.583,0.827
CVQa1LJV,Mean,1537,503,0.860,0.583,0.221,0.406,0.433,0.795
CVQa1LJV,Median,1537,489,0.860,0.579,0.239,0.414,0.467,0.811
3fNs96hx,Mean,1536,486,0.859,0.578,0.232,0.378,0.455,0.741
3fNs96hx,Median,1538,489,0.860,0.577,0.225,0.403,0.440,0.790
B1dhQ33J,Mean,1534,503,0.858,0.582,0.265,0.399,0.520,0.782
B1dhQ33J,Median,1535,509,0.859,0.582,0.281,0.409,0.550,0.801
7WGQeW7K,Mean,1538,505,0.861,0.584,0.238,0.349,0.467,0.683
7WGQeW7K,Median,1539,500,0.861,0.583,0.236,0.355,0.462,0.695
Spiky3mM,Mean,1540,475,0.862,0.576,0.302,0.405,0.592,0.793
Spiky3mM,Median,1537,477,0.860,0.575,0.305,0.410,0.598,0.804
CUPryNhY,Mean,1527,496,0.854,0.578,0.181,0.380,0.354,0.744
CUPryNhY,Median,1530,494,0.856,0.578,0.194,0.406,0.380,0.795
9sgALTPB,Mean,1528,490,0.855,0.577,0.231,0.342,0.452,0.669
9sgALTPB,Median,1534,481,0.858,0.574,0.236,0.366,0.461,0.717
HW7ntfUH,Mean,1525,504,0.853,0.580,0.273,0.386,0.534,0.755
HW7ntfUH,Median,1533,504,0.857,0.578,0.269,0.402,0.527,0.787
776Bzpbp,Mean,1532,489,0.857,0.578,0.244,0.380,0.478,0.745
776Bzpbp,Median,1535,492,0.859,0.580,0.244,0.396,0.477,0.775
UUcsYKGX,Mean,1530,481,0.856,0.575,0.264,0.380,0.516,0.743
UUcsYKGX,Median,1532,486,0.857,0.579,0.265,0.393,0.518,0.770
GrBY9f2R,Mean,1506,469,0.842,0.564,0.251,0.350,0.492,0.684
GrBY9f2R,Median,1536,488,0.859,0.577,0.259,0.395,0.508,0.773
HtVezSzf,Mean,1534,495,0.858,0.580,0.240,0.359,0.469,0.702
HtVezSzf,Median,1534,500,0.858,0.584,0.262,0.386,0.514,0.756
3hsuKJMF,Mean,1537,494,0.860,0.581,0.274,0.410,0.536,0.802
3hsuKJMF,Median,1537,494,0.860,0.580,0.285,0.409,0.558,0.800
Xrh9LuJJ,Mean,1532,501,0.857,0.581,0.235,0.359,0.460,0.703
Xrh9LuJJ,Median,1539,505,0.861,0.578,0.243,0.385,0.475,0.754
9vpYXvRd,Mean,1538,486,0.860,0.579,0.254,0.387,0.497,0.758
9vpYXvRd,Median,1536,485,0.859,0.579,0.243,0.399,0.477,0.781
4rj8ZU5K,Mean,1537,486,0.860,0.578,0.272,0.405,0.533,0.792
4rj8ZU5K,Median,1541,482,0.862,0.575,0.284,0.402,0.557,0.788
7QfaDgBq,Mean,1538,492,0.861,0.580,0.231,0.363,0.453,0.711
7QfaDgBq,Median,1535,500,0.859,0.582,0.260,0.398,0.509,0.779
9j7JiFdR,Mean,1535,475,0.859,0.574,0.282,0.407,0.553,0.797
9j7JiFdR,Median,1532,470,0.857,0.575,0.296,0.416,0.579,0.814
HjE3Aj5Z,Mean,1531,483,0.856,0.575,0.246,0.374,0.481,0.733
HjE3Aj5Z,Median,1535,484,0.859,0.575,0.257,0.402,0.503,0.788
Hn2cNbX4,Mean,1542,510,0.862,0.586,0.224,0.374,0.438,0.732
Hn2cNbX4,Median,1544,512,0.864,0.586,0.233,0.381,0.457,0.746
3stc1uca,Mean,1446,441,0.809,0.539,0.254,0.356,0.497,0.696
3stc1uca,Median,1537,481,0.860,0.572,0.255,0.397,0.499,0.777
6FDEF7cn,Mean,1528,476,0.855,0.573,0.245,0.356,0.480,0.698
6FDEF7cn,Median,1531,474,0.856,0.575,0.242,0.379,0.473,0.743
xenMPWy6,Mean,1534,483,0.858,0.577,0.267,0.380,0.522,0.745
xenMPWy6,Median,1538,482,0.860,0.577,0.271,0.396,0.531,0.775
8hTi1gRA,Mean,1527,490,0.854,0.577,0.207,0.363,0.406,0.711
8hTi1gRA,Median,1534,487,0.858,0.577,0.223,0.392,0.436,0.768
6GRLDLiA,Mean,1542,496,0.863,0.582,0.284,0.397,0.556,0.777
6GRLDLiA,Median,1543,487,0.863,0.580,0.288,0.409,0.563,0.801
2FMWJN52,Mean,1539,486,0.861,0.579,0.208,0.407,0.407,0.797
2FMWJN52,Median,1540,494,0.861,0.581,0.229,0.417,0.448,0.817
BmAbpe39,Mean,1537,523,0.860,0.589,0.257,0.386,0.502,0.756
BmAbpe39,Median,1535,515,0.859,0.588,0.274,0.406,0.537,0.794
2mNndJf6,Mean,1535,490,0.859,0.579,0.270,0.391,0.529,0.765
2mNndJf6,Median,1535,483,0.859,0.577,0.297,0.401,0.582,0.786
5oidD5HF,Mean,1540,503,0.862,0.584,0.246,0.376,0.481,0.735
5oidD5HF,Median,1538,498,0.860,0.581,0.252,0.368,0.493,0.720
WEGAoXBR,Mean,1524,486,0.852,0.574,0.248,0.362,0.486,0.708
WEGAoXBR,Median,1528,487,0.855,0.580,0.251,0.371,0.492,0.727
C14XFQi3,Mean,1532,494,0.857,0.579,0.220,0.366,0.430,0.717
C14XFQi3,Median,1538,494,0.860,0.578,0.234,0.379,0.457,0.742
H5UNEGZv,Mean,1535,476,0.859,0.575,0.239,0.373,0.467,0.731
H5UNEGZv,Median,1534,478,0.858,0.578,0.254,0.387,0.498,0.758
4qg3hLpY,Mean,1538,491,0.860,0.580,0.260,0.392,0.509,0.767
4qg3hLpY,Median,1538,487,0.860,0.580,0.270,0.397,0.529,0.777
9skzpyER,Mean,1489,477,0.833,0.562,0.195,0.308,0.382,0.603
9skzpyER,Median,1500,484,0.839,0.560,0.204,0.314,0.400,0.615
CDJ4cnZb,Mean,1508,470,0.843,0.565,0.194,0.334,0.379,0.654
CDJ4cnZb,Median,1534,475,0.858,0.574,0.192,0.336,0.376,0.658
91oPXTs2,Mean,1541,494,0.862,0.582,0.241,0.396,0.471,0.775
91oPXTs2,Median,1540,503,0.861,0.583,0.251,0.401,0.492,0.785
DbnMbtAJ,Mean,1538,496,0.860,0.581,0.272,0.384,0.533,0.752
DbnMbtAJ,Median,1537,488,0.860,0.578,0.267,0.386,0.523,0.756
DqRT482t,Mean,1538,488,0.861,0.579,0.272,0.393,0.533,0.769
DqRT482t,Median,1537,483,0.860,0.579,0.280,0.412,0.548,0.806
EUfzMjQb,Mean,1536,495,0.859,0.580,0.239,0.371,0.467,0.727
EUfzMjQb,Median,1534,491,0.858,0.576,0.249,0.390,0.487,0.763
akMRrEs7,Mean,1526,503,0.854,0.580,0.241,0.367,0.472,0.718
akMRrEs7,Median,1530,509,0.856,0.583,0.270,0.392,0.530,0.767
7ZSVbdE4,Mean,1538,485,0.861,0.578,0.249,0.395,0.488,0.774
7ZSVbdE4,Median,1542,477,0.862,0.577,0.229,0.402,0.449,0.787
4LV3DTVT,Mean,1526,470,0.854,0.570,0.259,0.368,0.506,0.721
4LV3DTVT,Median,1531,468,0.857,0.572,0.247,0.389,0.483,0.761
7NpJCcrs,Mean,1531,482,0.856,0.575,0.238,0.385,0.465,0.754
7NpJCcrs,Median,1533,486,0.857,0.578,0.239,0.396,0.469,0.776
6Rp3vYN1,Mean,1535,480,0.859,0.576,0.257,0.371,0.503,0.727
6Rp3vYN1,Median,1539,477,0.861,0.577,0.223,0.392,0.437,0.768
J2895yqM,Mean,1534,492,0.858,0.579,0.270,0.388,0.528,0.759
J2895yqM,Median,1538,493,0.860,0.579,0.280,0.404,0.548,0.791
4e6YL4Hi,Mean,1529,479,0.855,0.574,0.223,0.368,0.437,0.721
4e6YL4Hi,Median,1534,486,0.858,0.575,0.208,0.385,0.407,0.754
49FDKWDR,Mean,1539,498,0.861,0.582,0.212,0.376,0.415,0.736
49FDKWDR,Median,1541,497,0.862,0.580,0.243,0.389,0.475,0.762
6NuPoV4G,Mean,1533,491,0.858,0.578,0.288,0.406,0.565,0.794
6NuPoV4G,Median,1534,485,0.858,0.579,0.297,0.413,0.582,0.808
ChHrhSRP,Mean,1537,487,0.860,0.578,0.287,0.389,0.561,0.761
ChHrhSRP,Median,1537,486,0.860,0.578,0.286,0.398,0.559,0.779
Bbw2od1E,Mean,1535,494,0.859,0.580,0.262,0.390,0.514,0.764
Bbw2od1E,Median,1537,485,0.860,0.576,0.268,0.410,0.525,0.802
4AhrAeFb,Mean,1528,491,0.855,0.577,0.248,0.367,0.485,0.719
4AhrAeFb,Median,1532,501,0.857,0.579,0.250,0.384,0.490,0.751
2YDc1ECR,Mean,1532,493,0.857,0.579,0.289,0.383,0.566,0.749
2YDc1ECR,Median,1533,486,0.857,0.578,0.316,0.405,0.619,0.794
HRinCVUv,Mean,1537,491,0.860,0.580,0.251,0.363,0.491,0.710
HRinCVUv,Median,1538,488,0.860,0.581,0.282,0.401,0.553,0.784
EvTUECR5,Mean,1539,500,0.861,0.583,0.275,0.404,0.538,0.792
EvTUECR5,Median,1539,499,0.861,0.581,0.281,0.411,0.551,0.805
cHinUpMe,Mean,1525,490,0.853,0.576,0.241,0.361,0.472,0.706
cHinUpMe,Median,1533,490,0.858,0.580,0.256,0.385,0.501,0.754
6HqjCtxk,Mean,1539,509,0.861,0.585,0.258,0.387,0.504,0.758
6HqjCtxk,Median,1539,511,0.861,0.585,0.274,0.404,0.537,0.791
CuQE7wne,Mean,1526,476,0.854,0.572,0.234,0.350,0.458,0.685
CuQE7wne,Median,1533,474,0.857,0.572,0.263,0.385,0.516,0.754
DSBFx8W2,Mean,1533,485,0.857,0.576,0.267,0.377,0.524,0.739
DSBFx8W2,Median,1538,487,0.860,0.577,0.263,0.404,0.515,0.791
C173jqkm,Mean,1538,498,0.860,0.582,0.264,0.377,0.518,0.738
C173jqkm,Median,1537,501,0.860,0.584,0.270,0.399,0.529,0.782
Lt8owDNp,Mean,1532,498,0.857,0.580,0.261,0.383,0.510,0.750
Lt8owDNp,Median,1535,505,0.859,0.581,0.281,0.388,0.551,0.759
6w4wp5Le,Mean,1540,487,0.862,0.579,0.240,0.402,0.469,0.787
6w4wp5Le,Median,1538,486,0.860,0.580,0.260,0.409,0.510,0.800
s1MAYtdZ,Mean,1534,496,0.858,0.580,0.270,0.387,0.529,0.759
s1MAYtdZ,Median,1537,501,0.860,0.581,0.280,0.393,0.549,0.769
LytENd5z,Mean,1540,478,0.862,0.577,0.282,0.391,0.553,0.766
LytENd5z,Median,1542,480,0.862,0.575,0.287,0.406,0.561,0.795
EBoyo2DA,Mean,1539,495,0.861,0.581,0.265,0.390,0.519,0.764
EBoyo2DA,Median,1541,493,0.862,0.581,0.285,0.409,0.558,0.802
SasK1GGZ,Mean,1537,489,0.860,0.579,0.265,0.369,0.518,0.723
SasK1GGZ,Median,1535,491,0.859,0.581,0.284,0.385,0.556,0.753
CuEpXMiR,Mean,1540,492,0.862,0.581,0.240,0.398,0.469,0.779
CuEpXMiR,Median,1541,495,0.862,0.580,0.261,0.407,0.512,0.798
2EutAcbv,Mean,1535,492,0.859,0.579,0.224,0.379,0.438,0.743
2EutAcbv,Median,1538,496,0.860,0.581,0.223,0.399,0.437,0.780
87fX6AAJ,Mean,1530,484,0.856,0.576,0.275,0.374,0.538,0.732
87fX6AAJ,Median,1534,486,0.858,0.576,0.284,0.395,0.556,0.773
FjMVTPgu,Mean,1537,511,0.860,0.585,0.239,0.394,0.468,0.772
FjMVTPgu,Median,1537,512,0.860,0.586,0.268,0.395,0.525,0.773
3Ng7kTM5,Mean,1498,476,0.838,0.564,0.183,0.286,0.358,0.561
3Ng7kTM5,Median,1499,469,0.839,0.561,0.187,0.291,0.367,0.569
HbNHaapT,Mean,1535,486,0.859,0.578,0.267,0.398,0.523,0.779
HbNHaapT,Median,1540,496,0.861,0.578,0.275,0.409,0.539,0.801
CymWpXTb,Mean,1535,493,0.859,0.579,0.269,0.388,0.527,0.759
CymWpXTb,Median,1534,493,0.858,0.578,0.296,0.416,0.580,0.814
farbZXR7,Mean,1521,494,0.851,0.576,0.130,0.249,0.255,0.487
farbZXR7,Median,1530,497,0.856,0.581,0.081,0.194,0.159,0.381
Goo7uPA1,Mean,1538,504,0.860,0.583,0.258,0.393,0.505,0.769
Goo7uPA1,Median,1534,497,0.858,0.581,0.269,0.393,0.527,0.770
8fxC38he,Mean,1535,493,0.859,0.579,0.225,0.350,0.440,0.685
8fxC38he,Median,1539,493,0.861,0.579,0.251,0.395,0.492,0.773
FhK2RqfN,Mean,1530,486,0.856,0.576,0.251,0.359,0.491,0.703
FhK2RqfN,Median,1532,488,0.857,0.576,0.280,0.393,0.548,0.770
8MuGDCx6,Mean,1540,497,0.861,0.582,0.246,0.392,0.481,0.767
8MuGDCx6,Median,1541,504,0.862,0.583,0.263,0.398,0.515,0.779
GKvKkiFd,Mean,1538,484,0.860,0.578,0.277,0.393,0.542,0.769
GKvKkiFd,Median,1538,478,0.860,0.575,0.295,0.403,0.578,0.789
SDEVqCDy,Mean,1536,497,0.859,0.581,0.234,0.390,0.458,0.764
SDEVqCDy,Median,1536,487,0.859,0.579,0.272,0.408,0.532,0.799
HtWgkhey,Mean,1532,499,0.857,0.580,0.026,0.195,0.051,0.382
HtWgkhey,Median,1533,493,0.857,0.579,0.000,0.140,0.000,0.275
68Sz1tcz,Mean,1524,472,0.852,0.570,0.194,0.318,0.380,0.622
68Sz1tcz,Median,1525,472,0.853,0.572,0.195,0.299,0.381,0.586
7P5GvWEp,Mean,1529,486,0.855,0.576,0.196,0.341,0.383,0.668
7P5GvWEp,Median,1534,487,0.858,0.575,0.177,0.349,0.346,0.684
2npYpAQc,Mean,1526,508,0.854,0.581,0.158,0.280,0.309,0.549
2npYpAQc,Median,1533,505,0.857,0.580,0.156,0.289,0.305,0.565
B94PGWcx,Mean,1533,486,0.858,0.577,0.259,0.369,0.508,0.723
B94PGWcx,Median,1532,486,0.857,0.577,0.295,0.401,0.577,0.784
GvihePhu,Mean,1531,488,0.856,0.577,0.263,0.394,0.516,0.771
GvihePhu,Median,1527,487,0.854,0.574,0.250,0.411,0.490,0.805
CGUA416U,Mean,1537,493,0.860,0.580,0.264,0.394,0.516,0.771
CGUA416U,Median,1537,498,0.860,0.578,0.268,0.398,0.524,0.780
2ZS2DGFR,Mean,1543,502,0.863,0.585,0.262,0.378,0.512,0.740
2ZS2DGFR,Median,1542,498,0.862,0.584,0.270,0.396,0.529,0.775
3RhXeDMr,Mean,1492,481,0.835,0.564,0.152,0.277,0.297,0.543
3RhXeDMr,Median,1489,483,0.833,0.563,0.152,0.280,0.298,0.548
Asju9nre,Mean,1542,496,0.863,0.582,0.273,0.389,0.535,0.761
Asju9nre,Median,1541,500,0.862,0.584,0.281,0.415,0.550,0.813
GqHhyk2q,Mean,1532,506,0.857,0.582,0.243,0.379,0.475,0.741
GqHhyk2q,Median,1541,500,0.862,0.584,0.261,0.402,0.511,0.787
HYLo1uWM,Mean,1537,495,0.860,0.581,0.270,0.372,0.529,0.728
HYLo1uWM,Median,1536,492,0.859,0.579,0.299,0.402,0.586,0.787
2bSKmh5S,Mean,1538,490,0.860,0.579,0.224,0.382,0.440,0.748
2bSKmh5S,Median,1537,479,0.860,0.577,0.217,0.400,0.425,0.784
Gc8WGg76,Mean,1534,494,0.858,0.580,0.214,0.327,0.419,0.640
Gc8WGg76,Median,1534,505,0.858,0.583,0.191,0.364,0.373,0.713
63QXUwJX,Mean,1535,482,0.859,0.576,0.253,0.379,0.495,0.743
63QXUwJX,Median,1534,474,0.858,0.573,0.281,0.400,0.550,0.783
6qfpcN1G,Mean,1536,504,0.859,0.583,0.239,0.396,0.468,0.776
6qfpcN1G,Median,1537,508,0.860,0.585,0.254,0.406,0.497,0.796
CFVJcfSW,Mean,1533,489,0.857,0.578,0.237,0.362,0.465,0.708
CFVJcfSW,Median,1536,492,0.859,0.578,0.244,0.394,0.478,0.771
3zfHbuMc,Mean,1525,484,0.853,0.574,0.266,0.381,0.520,0.746
3zfHbuMc,Median,1530,482,0.856,0.576,0.276,0.395,0.541,0.773
s3MVg5cw,Mean,1542,497,0.863,0.583,0.263,0.376,0.515,0.737
s3MVg5cw,Median,1547,488,0.865,0.580,0.248,0.408,0.485,0.799
7MuF8X6o,Mean,1538,487,0.860,0.579,0.251,0.375,0.491,0.734
7MuF8X6o,Median,1537,489,0.860,0.578,0.270,0.400,0.529,0.783
CVsTmmAs,Mean,1536,533,0.859,0.591,0.283,0.414,0.554,0.811
CVsTmmAs,Median,1536,533,0.859,0.591,0.283,0.414,0.554,0.811
3M14W2so,Mean,1535,494,0.859,0.580,0.259,0.391,0.508,0.766
3M14W2so,Median,1541,481,0.862,0.579,0.291,0.396,0.570,0.776
4CKFRwj6,Mean,1531,492,0.857,0.578,0.233,0.359,0.456,0.702
4CKFRwj6,Median,1538,491,0.860,0.579,0.254,0.370,0.498,0.724
Ex1AxFCi,Mean,1544,493,0.864,0.582,0.270,0.381,0.529,0.746
Ex1AxFCi,Median,1537,484,0.860,0.577,0.293,0.406,0.573,0.795
Bwfp4Qpm,Mean,1529,487,0.855,0.576,0.230,0.361,0.451,0.707
Bwfp4Qpm,Median,1531,492,0.856,0.578,0.252,0.381,0.494,0.746
3jCvPwj2,Mean,1536,506,0.859,0.583,0.243,0.375,0.475,0.734
3jCvPwj2,Median,1538,505,0.860,0.580,0.233,0.372,0.456,0.729
SoLiDDAQ,Mean,1538,487,0.860,0.579,0.276,0.394,0.540,0.771
SoLiDDAQ,Median,1542,486,0.862,0.578,0.294,0.394,0.576,0.772
BwG1C3hD,Mean,1529,500,0.855,0.580,0.224,0.353,0.439,0.691
BwG1C3hD,Median,1534,499,0.858,0.582,0.218,0.371,0.428,0.726
Fx67BgAT,Mean,1542,497,0.862,0.583,0.267,0.397,0.523,0.776
Fx67BgAT,Median,1545,504,0.864,0.584,0.266,0.402,0.520,0.787
HfSXkAdx,Mean,1540,497,0.862,0.582,0.187,0.398,0.366,0.779
HfSXkAdx,Median,1538,494,0.860,0.582,0.187,0.398,0.366,0.780
D91hS1rc,Mean,1533,491,0.858,0.579,0.236,0.375,0.463,0.735
D91hS1rc,Median,1538,496,0.860,0.582,0.243,0.385,0.476,0.753
4tjDm4TH,Mean,1535,487,0.859,0.578,0.248,0.399,0.485,0.782
4tjDm4TH,Median,1536,490,0.859,0.580,0.268,0.404,0.525,0.792
GWeCYsTh,Mean,1531,474,0.856,0.573,0.265,0.387,0.519,0.758
GWeCYsTh,Median,1535,480,0.859,0.578,0.280,0.400,0.549,0.783
5oByQgXi,Mean,1530,483,0.856,0.575,0.268,0.369,0.525,0.723
5oByQgXi,Median,1530,478,0.856,0.573,0.259,0.398,0.507,0.779
AxoZHc2Y,Mean,1539,502,0.861,0.583,0.215,0.342,0.421,0.669
AxoZHc2Y,Median,1539,497,0.861,0.581,0.255,0.394,0.499,0.772
D3htsc6i,Mean,1539,492,0.861,0.580,0.261,0.380,0.512,0.744
D3htsc6i,Median,1545,500,0.864,0.582,0.243,0.392,0.475,0.768
ubmPuSVE,Mean,1537,483,0.860,0.577,0.278,0.396,0.545,0.775
ubmPuSVE,Median,1540,470,0.861,0.575,0.289,0.408,0.566,0.800
EXsJCamT,Mean,1537,485,0.860,0.578,0.241,0.382,0.473,0.747
EXsJCamT,Median,1538,502,0.860,0.582,0.266,0.383,0.520,0.751
EPJQwQbF,Mean,1530,485,0.856,0.576,0.244,0.387,0.478,0.758
EPJQwQbF,Median,1535,494,0.859,0.579,0.247,0.407,0.483,0.797
79fBnbGu,Mean,nan,nan,nan,nan,nan,nan,nan,nan
79fBnbGu,Median,nan,nan,nan,nan,nan,nan,nan,nan
3CaLpDdA,Mean,nan,nan,nan,nan,nan,nan,nan,nan
3CaLpDdA,Median,nan,nan,nan,nan,nan,nan,nan,nan
t6kNS3Uc,Mean,nan,nan,nan,nan,nan,nan,nan,nan
t6kNS3Uc,Median,nan,nan,nan,nan,nan,nan,nan,nan
Bf6Bjfpz,Mean,nan,nan,nan,nan,nan,nan,nan,nan
Bf6Bjfpz,Median,nan,nan,nan,nan,nan,nan,nan,nan
H7tpxumD,Mean,1499,504,0.839,0.572,0.193,0.268,0.378,0.525
H7tpxumD,Median,1499,504,0.839,0.572,0.193,0.268,0.378,0.525
BN7DyC1s,Mean,nan,nan,nan,nan,nan,nan,nan,nan
BN7DyC1s,Median,nan,nan,nan,nan,nan,nan,nan,nan
3Gn7MBKo,Mean,nan,nan,nan,nan,nan,nan,nan,nan
3Gn7MBKo,Median,nan,nan,nan,nan,nan,nan,nan,nan
Saz5Yn54,Mean,nan,nan,nan,nan,nan,nan,nan,nan
Saz5Yn54,Median,nan,nan,nan,nan,nan,nan,nan,nan
A7aawALH,Mean,nan,nan,nan,nan,nan,nan,nan,nan
A7aawALH,Median,nan,nan,nan,nan,nan,nan,nan,nan
6StCChNb,Mean,nan,nan,nan,nan,nan,nan,nan,nan
6StCChNb,Median,nan,nan,nan,nan,nan,nan,nan,nan
5kcC2tXP,Mean,nan,nan,nan,nan,nan,nan,nan,nan
5kcC2tXP,Median,nan,nan,nan,nan,nan,nan,nan,nan
ANScUD8o,Mean,nan,nan,nan,nan,nan,nan,nan,nan
ANScUD8o,Median,nan,nan,nan,nan,nan,nan,nan,nan
EqgfgrWR,Mean,1526,501,0.854,0.579,0.271,0.378,0.530,0.740
EqgfgrWR,Median,1537,496,0.860,0.582,0.291,0.396,0.570,0.776
7U3WxfMK,Mean,nan,nan,nan,nan,nan,nan,nan,nan
7U3WxfMK,Median,nan,nan,nan,nan,nan,nan,nan,nan
3GAsD6Rx,Mean,1539,493,0.861,0.581,0.254,0.375,0.498,0.735
3GAsD6Rx,Median,1541,509,0.862,0.585,0.268,0.401,0.526,0.786
9r2CsyjR,Mean,1544,499,0.864,0.584,0.250,0.375,0.490,0.735
9r2CsyjR,Median,1546,506,0.865,0.583,0.267,0.406,0.523,0.795
DYokV9gi,Mean,nan,nan,nan,nan,nan,nan,nan,nan
DYokV9gi,Median,nan,nan,nan,nan,nan,nan,nan,nan
37HsQCcM,Mean,nan,nan,nan,nan,nan,nan,nan,nan
37HsQCcM,Median,nan,nan,nan,nan,nan,nan,nan,nan
kMUFegPF,Mean,1529,512,0.855,0.583,0.095,0.272,0.186,0.534
kMUFegPF,Median,1529,512,0.855,0.583,0.095,0.272,0.186,0.534
7j7Mu9SM,Mean,nan,nan,nan,nan,nan,nan,nan,nan
7j7Mu9SM,Median,nan,nan,nan,nan,nan,nan,nan,nan
8X4SDANr,Mean,1455,472,0.814,0.550,0.145,0.227,0.284,0.444
8X4SDANr,Median,1455,472,0.814,0.550,0.145,0.227,0.284,0.444
3VRzZfDD,Mean,nan,nan,nan,nan,nan,nan,nan,nan
3VRzZfDD,Median,nan,nan,nan,nan,nan,nan,nan,nan
AdSHK6vp,Mean,1531,469,0.856,0.571,0.225,0.376,0.441,0.737
AdSHK6vp,Median,1536,477,0.859,0.572,0.245,0.390,0.480,0.763
Ar41pHwR,Mean,1541,491,0.862,0.581,0.245,0.396,0.479,0.776
Ar41pHwR,Median,1543,490,0.863,0.582,0.279,0.409,0.546,0.800
Tri1F8B6,Mean,1542,493,0.862,0.581,0.198,0.383,0.388,0.750
Tri1F8B6,Median,1541,498,0.862,0.584,0.221,0.392,0.432,0.768
BR1aTt4Z,Mean,1532,477,0.857,0.574,0.275,0.411,0.538,0.804
BR1aTt4Z,Median,1531,476,0.857,0.574,0.321,0.412,0.629,0.807
DaVvfMfK,Mean,1532,494,0.857,0.579,0.234,0.359,0.459,0.702
DaVvfMfK,Median,1536,493,0.859,0.582,0.249,0.398,0.487,0.779
AqGAaaAC,Mean,nan,nan,nan,nan,nan,nan,nan,nan
AqGAaaAC,Median,nan,nan,nan,nan,nan,nan,nan,nan
34t5CmGF,Mean,1533,497,0.857,0.580,0.230,0.362,0.450,0.709
34t5CmGF,Median,1535,498,0.859,0.582,0.250,0.392,0.489,0.767
7DPrbAt1,Mean,1538,475,0.860,0.575,0.250,0.394,0.489,0.772
7DPrbAt1,Median,1540,476,0.861,0.576,0.305,0.419,0.597,0.821
Au4h7vfD,Mean,1526,497,0.854,0.578,0.267,0.390,0.522,0.763
Au4h7vfD,Median,1533,501,0.857,0.580,0.253,0.415,0.496,0.813
Erc9UosW,Mean,1543,490,0.863,0.581,0.262,0.405,0.514,0.794
Erc9UosW,Median,1546,481,0.865,0.579,0.280,0.408,0.548,0.800
cvCspZCY,Mean,1530,497,0.856,0.579,0.252,0.383,0.493,0.750
cvCspZCY,Median,1530,503,0.856,0.582,0.273,0.401,0.534,0.785
